tech company,employer provided healthcare with mental benefits,employer provided mental healthcare awareness,current mental health disorder,mental health diagnosis,family history of mental illness,discussed personal mental health with employer,anonymity protected when using benefits,ease of asking for leave,comfortable discussing a mental health issue with direct supervisor(s),comfortable discussing a mental health issue with coworkers,Number of employees,how well do you think the tech industry supports employees with mental health issues,observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,observed or experienced supportive or well handled response to a mental health issue in your current or previous workplace,Age,Gender,Country of residence,Race,year
1.0,I don't know,No,Yes,Yes,Yes,1.0,I don't know,Somewhat easy,No,No,100-500,1.0,Maybe/Not sure,"Yes, I experienced",30.0,femail,Croatia,,2017
,,,No,,I don't know,,,,,,,1.0,"Yes, I observed",No,36.0,male,United States of America,White,2017
1.0,No,,No,,Yes,1.0,I don't know,Very easy,Yes,Maybe,6-25,2.0,"Yes, I observed","Yes, I experienced",31.0,Male,South Africa,,2017
1.0,Yes,Yes,Possibly,,No,0.0,I don't know,I don't know,Yes,Maybe,6-25,4.0,No,Maybe/Not sure,28.0,male,United States of America,White,2017
0.0,Yes,Yes,No,,I don't know,0.0,I don't know,Very easy,Yes,Maybe,26-100,4.0,No,Maybe/Not sure,28.0,Male (cis),United States of America,White,2017
0.0,I don't know,Yes,Yes,Yes,Yes,0.0,I don't know,Difficult,No,Maybe,More than 1000,1.0,Maybe/Not sure,No,25.0,Female,United States of America,,2017
1.0,I don't know,No,Possibly,,I don't know,0.0,I don't know,Somewhat easy,Yes,Yes,26-100,3.0,No,No,30.0,male,Bulgaria,,2017
,,,No,,Yes,,,,,,,4.0,Maybe/Not sure,"Yes, I experienced",45.0,m,New Zealand,,2017
1.0,I don't know,No,No,,No,0.0,Yes,Neither easy nor difficult,Yes,Yes,100-500,3.0,No,No,31.0,Male,Italy,,2017
1.0,No,No,No,,No,0.0,Yes,Very easy,No,Maybe,100-500,1.0,No,No,36.0,Male,Romania,,2017
1.0,I don't know,No,No,,Yes,1.0,Yes,Neither easy nor difficult,Yes,Maybe,6-25,3.0,No,No,37.0,male,Argentina,,2017
1.0,Yes,Yes,No,,No,1.0,Yes,Somewhat easy,Yes,Maybe,26-100,3.0,No,Maybe/Not sure,37.0,Male,United States of America,I prefer not to answer,2017
,,,No,,No,,,,,,,2.0,No,Maybe/Not sure,28.0,male,Russia,,2017
1.0,Not eligible for coverage / NA,Yes,No,,No,1.0,Yes,Somewhat easy,Maybe,Maybe,26-100,1.0,No,No,37.0,male,Spain,,2017
1.0,No,,Don't Know,,No,0.0,I don't know,Very easy,No,No,26-100,1.0,No,No,37.0,male,Bulgaria,,2017
,,,Yes,Yes,No,,,,,,,1.0,"Yes, I experienced",No,64.0,m,Australia,,2017
,,,No,,No,,,,,,,2.0,Maybe/Not sure,Maybe/Not sure,34.0,female,Germany,,2017
,,,Possibly,,Yes,,,,,,,3.0,Maybe/Not sure,Maybe/Not sure,34.0,Male,Greece,,2017
,,,No,,Yes,,,,,,,3.0,No,"Yes, I observed",36.0,Male,Spain,,2017
,,,No,,No,,,,,,,2.0,No,No,26.0,m,Brazil,,2017
1.0,I don't know,No,Don't Know,,No,0.0,I don't know,Somewhat difficult,No,No,100-500,2.0,No,No,33.0,male,Hungary,,2017
1.0,Yes,No,No,,No,0.0,I don't know,Very easy,No,No,500-1000,5.0,No,"Yes, I observed",47.0,f,United States of America,White,2017
1.0,I don't know,No,Possibly,,I don't know,0.0,I don't know,Somewhat easy,Maybe,Maybe,100-500,4.0,No,"Yes, I observed",24.0,Female,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,I don't know,Maybe,Maybe,100-500,2.0,"Yes, I observed","Yes, I observed",26.0,Male,United States of America,White,2017
1.0,Yes,Yes,No,,I don't know,0.0,Yes,Very easy,Maybe,Maybe,More than 1000,2.0,"Yes, I observed",No,37.0,Male,Australia,,2017
1.0,Yes,Yes,Yes,Yes,I don't know,1.0,No,Neither easy nor difficult,No,Yes,More than 1000,2.0,"Yes, I observed","Yes, I experienced",29.0,Male,United States of America,White,2017
1.0,I don't know,No,Yes,Yes,Yes,1.0,I don't know,Somewhat difficult,Yes,No,26-100,1.0,"Yes, I experienced","Yes, I experienced",33.0,Female,United States of America,White,2017
1.0,Yes,No,Yes,Yes,Yes,0.0,I don't know,Somewhat easy,No,Yes,More than 1000,1.0,"Yes, I observed",Maybe/Not sure,44.0,male,United States of America,White,2017
1.0,Yes,Yes,No,,Yes,0.0,I don't know,Neither easy nor difficult,Yes,Maybe,More than 1000,2.0,No,"Yes, I observed",34.0,Female,United States of America,White,2017
1.0,Yes,No,Don't Know,,Yes,0.0,I don't know,I don't know,No,No,More than 1000,4.0,Maybe/Not sure,Maybe/Not sure,35.0,Male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,I don't know,1.0,I don't know,Very easy,Yes,Yes,100-500,3.0,Maybe/Not sure,Maybe/Not sure,32.0,uhhhhhhhhh fem genderqueer?,United States of America,Asian,2017
,,,Yes,Yes,Yes,,,,,,,2.0,I've always been self-employed,I've always been self-employed,23.0,,Canada,,2017
1.0,Yes,No,No,,Yes,1.0,I don't know,I don't know,Yes,Maybe,More than 1000,2.0,"Yes, I observed","Yes, I experienced",31.0,Male,United States of America,,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Neither easy nor difficult,Yes,Maybe,100-500,2.0,No,No,30.0,M,United States of America,White,2017
,,,No,,No,,,,,,,5.0,No,"Yes, I observed",42.0,male (hey this is the tech industry you're talking about),United Kingdom,,2017
1.0,I don't know,No,Yes,Yes,Yes,0.0,I don't know,Somewhat difficult,No,Maybe,More than 1000,2.0,"Yes, I experienced",Maybe/Not sure,26.0,female (cis),United States of America,White,2017
0.0,Yes,Yes,No,,Yes,0.0,I don't know,Somewhat easy,Maybe,Yes,100-500,3.0,"Yes, I observed","Yes, I observed",29.0,Female,Germany,,2017
0.0,Yes,Yes,Possibly,,No,0.0,I don't know,Somewhat easy,Maybe,Maybe,More than 1000,2.0,"Yes, I observed",No,35.0,Male,United States of America,White,2017
,,,No,,Yes,,,,,,,2.0,No,No,31.0,Male,Spain,,2017
1.0,I don't know,No,No,,Yes,0.0,I don't know,Somewhat easy,Maybe,No,More than 1000,1.0,Maybe/Not sure,No,26.0,God King of the Valajar,United States of America,White,2017
1.0,I don't know,No,Possibly,,Yes,0.0,I don't know,Neither easy nor difficult,Yes,No,100-500,3.0,No,No,30.0,Male,United States of America,White,2017
0.0,Yes,Yes,Don't Know,,Yes,0.0,Yes,Very easy,Yes,No,500-1000,3.0,No,No,39.0,M,United States of America,White,2017
1.0,No,,Don't Know,,No,0.0,Yes,Neither easy nor difficult,Yes,Maybe,26-100,4.0,Maybe/Not sure,Maybe/Not sure,29.0,Male,Spain,,2017
1.0,No,,No,,I don't know,0.0,I don't know,I don't know,Yes,Yes,26-100,2.0,No,Maybe/Not sure,27.0,Male,Spain,,2017
1.0,No,,Don't Know,,No,0.0,I don't know,I don't know,Maybe,Maybe,26-100,3.0,Maybe/Not sure,Maybe/Not sure,29.0,Male,Spain,,2017
1.0,No,,No,,Yes,0.0,I don't know,Neither easy nor difficult,Yes,Yes,26-100,3.0,No,No,43.0,Male,Spain,,2017
1.0,No,No,Don't Know,,No,0.0,I don't know,Somewhat easy,Yes,Yes,6-25,3.0,No,No,31.0,Male,Spain,,2017
1.0,No,No,Don't Know,,No,0.0,No,Neither easy nor difficult,Yes,Yes,26-100,3.0,No,No,27.0,Female,Spain,,2017
1.0,Yes,No,No,,Yes,1.0,I don't know,Somewhat easy,Yes,Yes,26-100,2.0,No,No,36.0,Male,Greece,,2017
1.0,Yes,Yes,No,,Yes,1.0,Yes,Very easy,Yes,Yes,500-1000,2.0,Maybe/Not sure,"Yes, I observed",44.0,Female ,United States of America,White,2017
1.0,Yes,Yes,No,,Yes,0.0,Yes,Very easy,Yes,Yes,More than 1000,2.0,No,"Yes, I observed",44.0,Cis male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,No,1.0,Yes,Very easy,Yes,Yes,More than 1000,3.0,No,"Yes, I experienced",27.0,female,United States of America,More than one of the above,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Very easy,Yes,Yes,More than 1000,3.0,"Yes, I experienced",No,42.0,Female,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,I don't know,Somewhat easy,Yes,Yes,More than 1000,4.0,Maybe/Not sure,"Yes, I experienced",28.0,male,United States of America,White,2017
0.0,Yes,Yes,Yes,Yes,No,0.0,Yes,Very easy,Maybe,Maybe,6-25,2.0,"Yes, I experienced","Yes, I observed",43.0,Male,United States of America,White,2017
,,,Yes,Yes,I don't know,,,,,,,3.0,"Yes, I experienced","Yes, I experienced",28.0,Female,Canada,,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,No,Very easy,No,No,More than 1000,1.0,"Yes, I observed","Yes, I observed",49.0,Female,United States of America,White,2017
1.0,I don't know,No,Possibly,,I don't know,0.0,I don't know,Neither easy nor difficult,Maybe,Maybe,6-25,2.0,Maybe/Not sure,Maybe/Not sure,32.0,Male,France,,2017
1.0,I don't know,No,Don't Know,,I don't know,0.0,I don't know,I don't know,Maybe,Maybe,100-500,3.0,No,Maybe/Not sure,33.0,M,United States of America,I prefer not to answer,2017
1.0,No,Yes,Possibly,,Yes,0.0,I don't know,Neither easy nor difficult,No,No,6-25,2.0,No,Maybe/Not sure,45.0,Male,United States of America,I prefer not to answer,2017
1.0,I don't know,No,Yes,Yes,I don't know,0.0,I don't know,Difficult,No,Maybe,26-100,2.0,No,No,25.0,Female,United States of America,More than one of the above,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Difficult,Maybe,No,26-100,1.0,No,No,42.0,Male,United States of America,White,2017
1.0,Yes,No,Don't Know,,Yes,0.0,I don't know,Neither easy nor difficult,No,Yes,6-25,3.0,"Yes, I observed",Maybe/Not sure,25.0,Male,United States of America,White,2017
1.0,Yes,No,Possibly,,Yes,1.0,I don't know,Difficult,Maybe,Maybe,100-500,2.0,No,No,25.0,Female,United States of America,White,2017
1.0,Yes,Yes,No,,Yes,0.0,I don't know,I don't know,Maybe,Yes,500-1000,4.0,Maybe/Not sure,Maybe/Not sure,31.0,Female,Ireland,,2017
0.0,Yes,Yes,No,,I don't know,0.0,I don't know,I don't know,No,No,26-100,3.0,No,No,22.0,Female,United States of America,Asian,2017
,,,Yes,Yes,Yes,,,,,,,4.0,"Yes, I observed",Maybe/Not sure,33.0,f,United States of America,White,2017
1.0,No,No,Yes,No,Yes,0.0,No,Difficult,Yes,Yes,More than 1000,3.0,Maybe/Not sure,"Yes, I experienced",40.0,Male,India,,2017
1.0,I don't know,No,Possibly,,I don't know,0.0,I don't know,Neither easy nor difficult,Maybe,Yes,26-100,2.0,Maybe/Not sure,Maybe/Not sure,28.0,Male,United States of America,White,2017
1.0,I don't know,No,Possibly,,I don't know,0.0,I don't know,Somewhat easy,Yes,Maybe,100-500,4.0,Maybe/Not sure,Maybe/Not sure,37.0,Male,United States of America,White,2017
1.0,Yes,No,Yes,Yes,I don't know,0.0,I don't know,Difficult,No,No,More than 1000,1.0,"Yes, I observed",No,35.0,Male,Canada,,2017
,,,Yes,Yes,No,,,,,,,1.0,"Yes, I experienced",No,47.0,Male,United States of America,White,2017
1.0,I don't know,No,Possibly,,Yes,0.0,I don't know,Somewhat difficult,Maybe,Maybe,26-100,3.0,No,"Yes, I observed",20.0,Male,United Kingdom,,2017
1.0,Yes,No,No,,No,0.0,No,Very easy,No,Maybe,More than 1000,4.0,No,Maybe/Not sure,27.0,Female,Spain,,2017
0.0,Yes,Yes,No,,No,1.0,Yes,Somewhat difficult,No,No,100-500,3.0,"Yes, I observed",No,62.0,Female,United States of America,White,2017
,,,No,,No,,,,,,,1.0,No,No,42.0,male,United States of America,White,2017
,,,Yes,Yes,I don't know,,,,,,,3.0,"Yes, I observed","Yes, I observed",35.0,Male,United States of America,White,2017
1.0,I don't know,No,Possibly,,I don't know,1.0,I don't know,Neither easy nor difficult,Maybe,No,26-100,3.0,Maybe/Not sure,Maybe/Not sure,29.0,Male,Germany,,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Somewhat easy,No,No,More than 1000,3.0,"Yes, I experienced","Yes, I experienced",37.0,Male,United Kingdom,,2017
1.0,Yes,No,Yes,Yes,Yes,1.0,I don't know,Somewhat difficult,Maybe,Maybe,More than 1000,3.0,"Yes, I observed","Yes, I experienced",51.0,Male,United States of America,White,2017
0.0,Yes,Yes,No,,Yes,0.0,Yes,I don't know,Yes,Maybe,More than 1000,2.0,"Yes, I observed",Maybe/Not sure,60.0,Male,United States of America,White,2017
,,,Yes,Yes,I don't know,,,,,,,2.0,Maybe/Not sure,Maybe/Not sure,30.0,F,United States of America,White,2017
1.0,Yes,No,Yes,Yes,Yes,0.0,Yes,Somewhat easy,Maybe,Maybe,100-500,3.0,Maybe/Not sure,Maybe/Not sure,36.0,f,United States of America,White,2017
1.0,I don't know,No,Don't Know,,I don't know,1.0,I don't know,Neither easy nor difficult,Yes,Maybe,26-100,2.0,Maybe/Not sure,Maybe/Not sure,38.0,m,United States of America,White,2017
1.0,I don't know,No,Possibly,,No,0.0,I don't know,Neither easy nor difficult,Yes,Maybe,100-500,3.0,No,"Yes, I observed",30.0,Woman,Mexico,,2017
1.0,I don't know,No,Yes,Yes,Yes,1.0,I don't know,Very easy,Yes,Yes,100-500,3.0,Maybe/Not sure,"Yes, I experienced",35.0,Male,United Kingdom,,2017
,,,No,,I don't know,,,,,,,3.0,Maybe/Not sure,Maybe/Not sure,50.0,female,United Kingdom,,2017
1.0,Yes,Yes,No,,Yes,1.0,Yes,Very easy,Yes,Yes,More than 1000,3.0,No,"Yes, I experienced",41.0,Male,United Kingdom,,2017
,,,Yes,Yes,Yes,,,,,,,2.0,Maybe/Not sure,Maybe/Not sure,58.0,female,United States of America,White,2017
0.0,I don't know,No,Yes,Yes,No,0.0,I don't know,I don't know,Maybe,Maybe,1-5,2.0,Maybe/Not sure,"Yes, I observed",27.0,Male,United States of America,White,2017
0.0,No,No,No,,No,0.0,Yes,Neither easy nor difficult,Yes,Yes,100-500,1.0,Maybe/Not sure,Maybe/Not sure,53.0,man,Switzerland,,2017
0.0,Yes,No,Possibly,,I don't know,0.0,I don't know,Somewhat difficult,No,Maybe,6-25,3.0,Maybe/Not sure,No,42.0,Female,United States of America,White,2017
0.0,No,Yes,No,,Yes,0.0,I don't know,Neither easy nor difficult,Yes,Maybe,26-100,3.0,No,"Yes, I experienced",33.0,male,Germany,,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Somewhat easy,No,Maybe,100-500,3.0,"Yes, I experienced","Yes, I experienced",25.0,Nonbinary,United States of America,White,2017
1.0,I don't know,No,No,,Yes,1.0,Yes,Very easy,Yes,Maybe,6-25,3.0,No,"Yes, I observed",40.0,Male,United States of America,White,2017
0.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Very easy,Yes,Yes,6-25,3.0,No,No,25.0,My sex is female.,United States of America,More than one of the above,2017
1.0,I don't know,No,No,,No,0.0,I don't know,I don't know,No,Maybe,100-500,3.0,"Yes, I observed","Yes, I experienced",49.0,female,United States of America,White,2017
1.0,No,,Yes,Yes,Yes,0.0,No,Difficult,No,Maybe,6-25,1.0,"Yes, I experienced","Yes, I experienced",44.0,Female,United States of America,White,2017
1.0,I don't know,No,Yes,Yes,No,0.0,I don't know,Difficult,No,Yes,100-500,3.0,Maybe/Not sure,Maybe/Not sure,30.0,Male,United States of America,White,2017
1.0,Yes,No,Possibly,,Yes,0.0,I don't know,I don't know,Maybe,No,100-500,2.0,Maybe/Not sure,"Yes, I observed",28.0,Male,United States of America,White,2017
1.0,Yes,Yes,Possibly,,Yes,0.0,I don't know,I don't know,Maybe,Maybe,100-500,3.0,Maybe/Not sure,Maybe/Not sure,26.0,M,United States of America,White,2017
1.0,Yes,No,Yes,Yes,Yes,1.0,Yes,Somewhat easy,Yes,Yes,26-100,2.0,No,"Yes, I experienced",31.0,Male,United States of America,,2017
1.0,Yes,No,Yes,Yes,Yes,1.0,No,Very easy,Yes,Yes,6-25,1.0,No,"Yes, I experienced",32.0,Male,United States of America,White,2017
1.0,I don't know,No,Don't Know,,No,0.0,I don't know,Very easy,Maybe,Maybe,100-500,4.0,No,Maybe/Not sure,24.0,Male,United States of America,White,2017
1.0,I don't know,No,Possibly,,Yes,1.0,I don't know,Somewhat difficult,Yes,Maybe,100-500,2.0,"Yes, I observed","Yes, I observed",34.0,male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Very easy,Yes,Maybe,100-500,3.0,Maybe/Not sure,"Yes, I experienced",31.0,female,United States of America,White,2017
1.0,Yes,Yes,No,,No,1.0,I don't know,Very easy,Yes,Maybe,100-500,3.0,No,"Yes, I observed",47.0,Male,United States of America,White,2017
1.0,Yes,No,No,,I don't know,0.0,Yes,Neither easy nor difficult,Maybe,Maybe,100-500,2.0,No,"Yes, I observed",59.0,male,United States of America,White,2017
1.0,I don't know,No,Yes,Yes,Yes,1.0,I don't know,Somewhat easy,Yes,Yes,100-500,1.0,"Yes, I observed","Yes, I observed",44.0,male,United States of America,White,2017
1.0,No,No,No,,No,0.0,I don't know,Neither easy nor difficult,No,No,100-500,3.0,No,No,26.0,Male,United States of America,White,2017
,,,Yes,Yes,No,,,,,,,3.0,No,No,43.0,Male,United States of America,White,2017
,,,Don't Know,,I don't know,,,,,,,2.0,No,No,39.0,Male,United Kingdom,,2017
1.0,I don't know,No,Possibly,,I don't know,1.0,Yes,Neither easy nor difficult,Yes,Yes,1-5,3.0,No,"Yes, I observed",43.0,M,United States of America,White,2017
,,,Yes,Yes,I don't know,,,,,,,2.0,No,No,40.0,Male,United Kingdom,,2017
1.0,I don't know,No,Possibly,,I don't know,1.0,No,Somewhat difficult,No,No,1-5,2.0,Maybe/Not sure,Maybe/Not sure,22.0,male,Germany,,2017
1.0,Not eligible for coverage / NA,,Yes,Yes,No,1.0,No,Very easy,Yes,Maybe,6-25,3.0,No,No,24.0,m,Netherlands,,2017
1.0,I don't know,No,Yes,Yes,Yes,0.0,I don't know,Somewhat easy,No,Maybe,500-1000,3.0,"Yes, I observed",No,35.0,male,United States of America,White,2017
1.0,I don't know,No,No,,No,0.0,No,I don't know,Yes,Maybe,26-100,3.0,No,Maybe/Not sure,40.0,Male,United States of America,White,2017
,,,Possibly,,Yes,,,,,,,2.0,No,No,26.0,Male,Canada,,2017
,,,Yes,Yes,Yes,,,,,,,3.0,Maybe/Not sure,Maybe/Not sure,23.0,Male,Brazil,,2017
0.0,I don't know,No,No,,Yes,0.0,Yes,Somewhat easy,Yes,Maybe,100-500,2.0,No,Maybe/Not sure,30.0,Male,United States of America,White,2017
0.0,Yes,Yes,Don't Know,,I don't know,0.0,Yes,Very easy,Maybe,Yes,500-1000,3.0,No,Maybe/Not sure,37.0,Male,United States of America,White,2017
1.0,No,No,Yes,Yes,No,1.0,I don't know,Somewhat easy,Yes,No,1-5,3.0,No,"Yes, I observed",27.0,Male,United States of America,White,2017
1.0,Yes,Yes,Possibly,,I don't know,0.0,Yes,Somewhat difficult,No,Maybe,100-500,1.0,No,Maybe/Not sure,42.0,male,United States of America,White,2017
1.0,Yes,Yes,Possibly,,No,0.0,I don't know,I don't know,Yes,Maybe,100-500,4.0,No,Maybe/Not sure,49.0,Male,United States of America,White,2017
1.0,Yes,No,Yes,Yes,I don't know,0.0,I don't know,Neither easy nor difficult,Yes,Maybe,26-100,1.0,No,Maybe/Not sure,40.0,Male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Very easy,Yes,Maybe,100-500,4.0,"Yes, I experienced","Yes, I experienced",26.0,female,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Somewhat easy,Yes,Yes,500-1000,3.0,"Yes, I observed",Maybe/Not sure,29.0,Male,United States of America,White,2017
1.0,Yes,Yes,No,,Yes,0.0,Yes,Somewhat difficult,Maybe,Maybe,26-100,3.0,Maybe/Not sure,"Yes, I observed",39.0,F,United States of America,White,2017
0.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Somewhat difficult,Yes,Maybe,More than 1000,3.0,No,No,40.0,M,United States of America,White,2017
1.0,No,No,Don't Know,,No,0.0,I don't know,Somewhat easy,Yes,No,26-100,3.0,No,No,23.0,male,Ukraine,,2017
1.0,I don't know,No,No,,No,0.0,I don't know,Neither easy nor difficult,Maybe,No,26-100,3.0,Maybe/Not sure,Maybe/Not sure,50.0,M,United States of America,I prefer not to answer,2017
0.0,Yes,Yes,Yes,Yes,No,0.0,Yes,Somewhat easy,Maybe,Maybe,More than 1000,3.0,Maybe/Not sure,Maybe/Not sure,35.0,Male,United States of America,White,2017
1.0,Yes,Yes,Possibly,,I don't know,0.0,I don't know,Neither easy nor difficult,Maybe,No,100-500,2.0,"Yes, I observed",Maybe/Not sure,24.0,Male,Mexico,,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Somewhat easy,No,No,26-100,3.0,"Yes, I experienced","Yes, I observed",35.0,female,United States of America,White,2017
1.0,I don't know,No,No,,I don't know,0.0,Yes,Very easy,Yes,No,26-100,4.0,No,"Yes, I observed",36.0,Male,United States of America,White,2017
1.0,Yes,No,No,,I don't know,0.0,No,I don't know,Yes,Maybe,26-100,3.0,"Yes, I observed",No,50.0,Female,United States of America,White,2017
1.0,I don't know,No,No,,No,0.0,I don't know,I don't know,Maybe,Yes,26-100,2.0,No,No,47.0,female,United States of America,White,2017
1.0,Yes,No,No,,No,0.0,I don't know,Neither easy nor difficult,Maybe,Maybe,26-100,3.0,"Yes, I experienced",No,30.0,m,United States of America,White,2017
1.0,Yes,No,Yes,Yes,Yes,0.0,I don't know,Somewhat easy,Maybe,Maybe,100-500,2.0,Maybe/Not sure,Maybe/Not sure,30.0,m,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,I don't know,Yes,Yes,100-500,2.0,No,No,32.0,Male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Very easy,Maybe,Maybe,100-500,4.0,No,No,38.0,,United States of America,White,2017
1.0,I don't know,No,Yes,Yes,Yes,0.0,I don't know,Neither easy nor difficult,Maybe,Yes,26-100,3.0,No,No,38.0,Male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,I don't know,Neither easy nor difficult,Yes,Maybe,100-500,3.0,Maybe/Not sure,Maybe/Not sure,38.0,Male,United States of America,White,2017
1.0,Yes,Yes,No,,No,0.0,Yes,Neither easy nor difficult,Yes,Maybe,More than 1000,3.0,No,"Yes, I observed",26.0,Female,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,0.0,No,Difficult,No,No,More than 1000,1.0,"Yes, I experienced",No,45.0,female,United States of America,White,2017
1.0,Yes,Yes,Possibly,,No,0.0,Yes,Somewhat easy,Maybe,No,500-1000,1.0,No,"Yes, I experienced",37.0,Female,United States of America,Black or African American,2017
1.0,I don't know,No,Yes,Yes,Yes,0.0,Yes,I don't know,No,Maybe,100-500,4.0,No,No,24.0,Female,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Somewhat easy,Yes,Maybe,100-500,3.0,Maybe/Not sure,"Yes, I observed",33.0,Female,United States of America,White,2017
1.0,Yes,Yes,No,,Yes,1.0,I don't know,I don't know,Yes,Maybe,100-500,4.0,"Yes, I observed",Maybe/Not sure,35.0,female,United States of America,White,2017
1.0,Yes,Yes,No,,Yes,1.0,Yes,Neither easy nor difficult,Yes,Yes,100-500,3.0,No,"Yes, I experienced",44.0,Male,United States of America,White,2017
1.0,I don't know,No,Yes,Yes,Yes,0.0,I don't know,Neither easy nor difficult,Yes,Yes,100-500,3.0,No,"Yes, I observed",27.0,female,United States of America,White,2017
1.0,Yes,No,No,,No,0.0,I don't know,Very easy,No,Maybe,100-500,2.0,"Yes, I observed",No,33.0,Male,United States of America,White,2017
1.0,I don't know,No,No,,No,0.0,Yes,Very easy,Maybe,Maybe,100-500,3.0,No,Maybe/Not sure,28.0,Female,United States of America,White,2017
0.0,Yes,Yes,Yes,Yes,Yes,0.0,Yes,I don't know,Maybe,Maybe,More than 1000,4.0,Maybe/Not sure,Maybe/Not sure,35.0,Male,United States of America,White,2017
1.0,Yes,Yes,Yes,Yes,No,0.0,Yes,Somewhat difficult,Yes,Maybe,More than 1000,3.0,"Yes, I observed","Yes, I experienced",23.0,Male,United States of America,White,2017
